ID,FirstName,LastName,PhoneNumber,Email,Gender,MaritalStatus,Street,City,State,PostalCode,ProductCode,Price,Discount,SKU,TransactionAmount,TransactionDate
4071,Matthew,Bell,8604313246,matthew.bell@yahoo.com,Unknown,Unknown,4642 Steven Center Apt. 636,Stevenview,North Dakota,63266,PRD-1052,2940.24,0.1,SKU87275,27472.98,2023-07-12
4072,Kelly,Taylor,,kelly.taylor@gmail.com,Male,Divorced,8919 Christine Roads,Scottborough,Illinois,83805,PRD-8657,249.55,0.2,SKU27817,49709.21,2024-10-19
4073,Spencer,Barton,7744685859,,M,S,047 Daniel Ville,East Veronicachester,Alabama,35937,PRD-9583,2311.85,0,SKU74980,78381.92,2024-08-28
4074,Daniel,Kemp,6363469490,daniel.kemp@outlook.com,Other,single,970 Gibson Vista Suite 310,Lake Glenland,Iowa,55834,PRD-7319,2535.07,0.1,SKU23786,56098.4,2023-10-03
4075,Lori,White,7833102584,lori.white@example.com,Female,Married,7841 John Crossroad Apt. 113,Jensenland,Oklahoma,53561,PRD-1461,4820.88,0,SKU36513,63391.86,2024-04-27
4076,Michelle,Gilmore,8553899745,michelle.gilmore@outlook.com,Unknown,Divorced,419 Riggs Park,Port Johnny,Nebraska,73564,PRD-2836,4952.49,0.2,SKU29568,3210.34,2024-02-15
4077,Judy,Sosa,9716524088,judy.sosa@gmail.com,F,S,3698 Connie Keys Apt. 405,West Tyler,Maine,75219,PRD-7574,1204.59,0,SKU47002,72926,2023-10-15
4078,Phyllis,Bowman,9360535967,phyllis.bowman@yahoo.com,female,Single,81079 Joseph Lodge,Charlesbury,Pennsylvania,87834,PRD-1798,2482.47,0.1,SKU65629,46431.05,2023-06-16
4079,Mary,Brandt,7141103328,mary.brandt@example.com,Other,single,7453 Christina Curve,Jessicashire,Oregon,10749,PRD-6949,2708.99,0.2,SKU24811,48751.47,2024-05-03
4080,Monica,Kirby,8133041967,monica.kirby@outlook.com,Other,S,1522 Young Walk,Lake Donald,Nebraska,26660,PRD-9177,2258.38,0.2,SKU58996,9999999,2025-04-26
4081,Kathleen,Rice,8638049429,kathleen.rice@outlook.com,Female,single,71681 Katherine Plaza Apt. 581,Huntertown,Wyoming,47545,PRD-9798,1179.81,0,SKU89221,57658.23,2023-09-23
4082,Kenneth,Jarvis,,kenneth.jarvis@gmail.com,male,S,57835 Thompson Terrace,Lake Nancymouth,New Mexico,81541,PRD-3369,3866.24,0.1,SKU90168,19614.77,2025-01-31
4083,Randall,Collins,8993713679,randall.collins@example.com,Female,Married,0057 Munoz Hollow Apt. 152,South Jennifer,South Carolina,11551,PRD-3016,747.78,0,SKU24671,57521.73,2023-08-20
4084,Alexander,Owens,8442106770,alexander.owens@example.com,F,single,5065 Alec Shoal Apt. 068,Gibbsburgh,Illinois,21010,PRD-7054,1198.68,0.1,SKU37903,62524.92,2023-07-05
4085,Kevin,Bass,7053622819,kevin.bass@example.com,F,Single,24704 Alejandra Hill Suite 013,Olsonport,Michigan,3124,PRD-6258,3208.76,0.2,SKU77580,79683.16,2024-08-04
4086,Christina,Taylor,9108259067,christina.taylor@example.com,female,single,85875 Calvin Port,East Patrick,Maryland,36773,PRD-4857,1650.47,0.3,SKU33322,42064.33,2024-10-21
4087,Nicholas,Robinson,6737293582,nicholas.robinson@gmail.com,male,M,91209 Graham Junctions,Lake Michael,Delaware,84901,PRD-5534,3878.88,0,SKU43237,47745.48,2024-11-22
4088,Sabrina,Clay,6532103885,sabrina.clay@gmail.com,male,M,08927 Jensen Glen Apt. 294,South Josephfurt,North Carolina,82368,PRD-3582,2019.14,0.2,SKU48061,74473.86,2023-06-02
4089,David,Bell,6524933057,david.bell@example.com,F,M,7547 Johnson Rue,South Nicolehaven,Delaware,XXXXX,PRD-3706,4004.21,0.2,SKU85891,21713.34,2024-05-16
4090,James,Patterson,7891916741,james.patterson@example.com,Unknown,S,968 Darrell Burg,East Ashleehaven,Tennessee,16493,PRD-1132,-999,0.3,SKU99870,71982.72,2024-11-22
4091,Caitlin,Daniel,9624921700,caitlin.daniel@example.com,female,Unknown,6595 Sawyer Heights Apt. 888,Nicoleborough,New York,21806,PRD-1908,1584.75,0,SKU96529,49242.34,2023-07-18
4092,Sabrina,Berry,8072390134,sabrina.berry@gmail.com,Other,S,1808 Grant Radial,Smithport,Nebraska,21048,PRD-4339,375.45,0.2,SKU97728,29777.45,2023-07-09
4093,Lisa,Pierce,7296261715,lisa.pierce@outlook.com,F,S,432 Cory Track,Hallport,Illinois,79795,PRD-5057,2517.01,0.1,SKU19005,68838.38,2025-04-10
4094,Jennifer,Fisher,8125809982,jennifer.fisher@outlook.com,M,Unknown,523 Matthew Haven,Parkerborough,Virginia,22913,PRD-3305,4500.16,0,SKU30699,4541.47,2025-01-29
4095,Deanna,Greene,7166830557,deanna.greene@gmail.com,F,Married,5538 Michael Mews Suite 413,South Danielleview,Kentucky,33054,PRD-7113,2256.28,0.3,SKU64749,18238.56,2023-09-03
4096,Ashley,Carroll,8627709614,,F,single,22123 Stafford Branch,East Cynthia,Tennessee,91405,PRD-2645,2037.65,0,SKU70373,97636.3,2023-09-11
4097,Alicia,Beltran,9464263068,alicia.beltran@outlook.com,female,Single,26005 Bruce Vista Apt. 084,North Lisafurt,Wisconsin,76961,PRD-7549,2865.29,0.3,SKU39862,77288.08,2025-05-02
4098,Dominique,Simpson,8487686813,dominique.simpson@outlook.com,Female,Unknown,3238 Lee Route Suite 736,Dustinmouth,Ohio,44361,PRD-2739,306.91,0.1,SKU12050,29634.12,2024-11-30
4099,Veronica,Bond,9685543471,veronica.bond@example.com,Other,S,28043 Guzman Mill Suite 238,Port Stephanieside,Nevada,79489,PRD-4161,1747.29,0.2,SKU25038,92042.66,2025-04-11
4100,Christopher,Hays,6005999460,christopher.hays@gmail.com,Male,M,817 Flores Squares,Lake Shannon,Massachusetts,84134,PRD-9940,4387.07,0,SKU90123,89311.87,2023-10-28
4101,Tyler,Smith,8673409924,tyler.smith@gmail.com,F,single,1023 Meghan Trail,New Nicholas,Colorado,9503,PRD-5020,1851.71,0.3,SKU37543,52631.27,2024-03-26
4102,Nicole,Martinez,9421261846,nicole.martinez@gmail.com,Male,Single,038 Erica Cliffs Apt. 649,Port Johnmouth,New Hampshire,10381,PRD-6323,3584.61,0.1,SKU34727,29606.6,2024-04-19
4103,Allison,Harper,7586695313,allison.harper@example.com,M,Divorced,319 Charles Corner,Susanview,Alabama,49636,PRD-2515,4353.89,0,SKU47524,84077.05,2025-01-04
4104,Todd,Green,9774372143,todd.green@yahoo.com,Unknown,single,38171 Cabrera Orchard Suite 907,East Douglas,Mississippi,27092,PRD-5946,4161.69,0.3,SKU52380,28025.15,2023-11-25
4105,Pamela,Wright,6698646838,pamela.wright@gmail.com,male,Single,05762 Jacqueline Mountain,South Robin,Rhode Island,32290,PRD-4776,1711.7,0.3,SKU61037,62109.84,2023-08-29
4106,Nicole,Love,8988294613,nicole.love@yahoo.com,male,Divorced,18625 Carolyn Loaf Apt. 948,Campbellberg,Kentucky,27219,PRD-5095,2850.23,0.1,SKU74250,83571.62,2024-12-12
4107,Kelly,Brown,6358028589,kelly.brown@example.com,F,Divorced,2692 Walker Inlet,Kevinborough,Alabama,33419,PRD-5834,1149.22,0,SKU60203,91263.5,2023-08-21
4108,Rebecca,Bradford,9944182234,rebecca.bradford@outlook.com,Female,Married,8960 Caitlin Route Suite 728,Hintonmouth,Tennessee,99486,PRD-1812,3605.11,0.1,SKU64672,4597.74,2024-04-28
4109,Richard,Medina,9399078604,richard.medina@yahoo.com,Male,Single,3457 Andrew Cove,Huntchester,Minnesota,42929,PRD-8233,2892.56,0.3,SKU24202,38813.88,2025-03-14
4110,Benjamin,Simmons,7448679689,benjamin.simmons@yahoo.com,Male,S,23146 Tyler Cape Apt. 076,Veronicashire,Nevada,52233,PRD-2399,3702.36,0.1,SKU32342,16128.52,2025-01-03
4111,Spencer,Boyd,8719178124,spencer.boyd@gmail.com,Other,S,3447 Davenport Light,East Randy,Vermont,75064,PRD-7543,341.54,0.1,SKU89609,33412.21,2024-03-20
4112,Ricky,Wright,7087025475,ricky.wright@gmail.com,female,S,20459 Crawford Lodge Suite 404,Robyntown,Montana,84728,PRD-2996,962.77,0.2,SKU66983,38902.61,2024-09-02
4113,Garrett,Gallegos,9138844753,garrett.gallegos@gmail.com,male,M,55652 Spencer Point,Lake Jakeberg,Kentucky,89790,PRD-6579,4902.72,0.1,SKU53088,90431.48,2024-07-26
4114,Alex,Mann,8992056383,alex.mann@outlook.com,Male,Married,7933 Brandy Turnpike Apt. 278,Woodwardburgh,Utah,51002,PRD-2620,3336.58,0,SKU81932,16628.76,2023-10-30
4115,Meghan,Melton,6255741636,meghan.melton@outlook.com,male,Divorced,35039 Warren Vista Suite 141,North Megan,California,10201,PRD-5981,2965.28,0.2,SKU21225,81351.21,2025-01-10
4116,Bonnie,Cruz,9705641917,bonnie.cruz@gmail.com,Male,Divorced,68523 Frederick Row Suite 761,West Matthewport,Pennsylvania,87963,PRD-5638,804.36,0.3,SKU76031,10846.76,2025-01-07
4117,Tim,Lee,6473127265,tim.lee@outlook.com,M,Unknown,08110 Abbott Course Apt. 407,Cummingsfort,North Dakota,50069,PRD-2377,1085.91,0.3,SKU62005,90078.69,2024-11-21
4118,Kristin,Austin,8495723476,kristin.austin@yahoo.com,Male,S,4533 Stephen Ford Apt. 074,Rossborough,Colorado,5743,PRD-3759,2063.88,0.2,SKU10749,90529.36,2024-05-25
4119,Scott,Lee,9559877575,scott.lee@yahoo.com,M,Single,39641 Mckee Course Apt. 757,East Stephenberg,Arkansas,81011,PRD-8376,1513.34,0.1,SKU29942,4689.93,2024-09-11
4120,Melanie,Gonzalez,9874796285,melanie.gonzalez@outlook.com,Female,Married,1209 Benitez Knolls,Larryfurt,New York,94634,PRD-9244,2569.88,0,SKU62854,36080.71,2023-07-09
4121,Alex,Wells,7276872296,alex.wells@gmail.com,male,Married,12808 Johnson Harbor Apt. 163,Jonesland,Alabama,69955,PRD-4057,4697.78,0.1,SKU42413,66038.47,2023-10-29
4122,Brian,Watson,7963066897,brian.watson@outlook.com,Male,Married,278 Brandon Stream Suite 608,Leeside,Texas,38314,PRD-6114,4783.18,0.1,SKU51072,9999999,2023-08-01
4123,Carolyn,Cruz,6642241057,carolyn.cruz@gmail.com,M,Single,94474 Oliver Stream Suite 792,East Elaine,California,71588,PRD-2611,957.49,0.3,SKU28008,21381.69,2023-10-27
4124,Ashley,Castillo,7543198615,ashley.castillo@example.com,male,single,89335 Martinez Grove Apt. 951,Mckeeside,Montana,31270,PRD-5748,919.24,0.3,SKU11621,72590.24,2023-08-12
4125,Amy,Aguilar,6633728717,amy.aguilar@outlook.com,Unknown,single,8698 Gutierrez Mountains,Tannermouth,Vermont,27020,PRD-7439,2385.68,0.1,SKU92540,23890.96,2024-05-22
4126,Hailey,Chandler,9351613845,hailey.chandler@yahoo.com,M,single,8808 Stevenson Rapid Suite 652,South Melissaborough,Vermont,84383,PRD-6130,1238.25,0.3,SKU30830,23795.03,2024-09-27
4127,Kevin,Alvarez,7820687601,kevin.alvarez@example.com,M,Unknown,480 Brett Crescent Apt. 842,Leblancville,West Virginia,1130,PRD-8343,2373.06,0.1,SKU50755,77162.17,2023-09-25
4128,Dwayne,Wilkerson,8658926170,dwayne.wilkerson@yahoo.com,Other,Divorced,359 Fields Trail Apt. 835,South Melissa,Washington,59163,PRD-7989,3543.1,0,SKU49634,4706.8,2023-12-02
4129,Stephanie,Beck,8315333851,stephanie.beck@example.com,Other,Unknown,6067 Raymond Lakes,New Christopherfort,Washington,86210,PRD-3196,379.82,0,SKU95234,33473.15,2024-09-16
4130,Gary,Powell,9408020928,gary.powell@outlook.com,M,Single,98095 Warner Turnpike,Wongbury,Washington,24185,PRD-4950,4163.64,0.1,SKU58545,85374.59,2023-12-03
4131,Dillon,Lee,6080187224,dillon.lee@example.com,male,S,365 Griffith Causeway Apt. 973,North Christopherburgh,Alaska,96460,PRD-8568,4022.61,0.2,SKU55175,27289.19,2023-09-14
4132,Monica,Jackson,7856545037,monica.jackson@outlook.com,Female,Single,3174 Christine Vista,New Ashley,Texas,59512,PRD-8157,3725.98,0.2,SKU87794,17377.12,2023-12-01
4133,Jeffrey,Ramirez,9624966202,jeffrey.ramirez@example.com,F,M,586 Luke Mews,East Kimberly,Missouri,56780,PRD-6227,-999,0.2,SKU82817,65585.21,2023-09-12
4134,Jonathan,Perkins,9457181807,jonathan.perkins@yahoo.com,F,Married,3907 Anderson Lights Suite 338,East Eddietown,Alabama,24779,PRD-4140,4851.38,0.2,SKU70217,54702.71,2025-02-25
4135,Jeffrey,Kennedy,7831714781,jeffrey.kennedy@gmail.com,Other,Divorced,93141 Caldwell Spurs Apt. 612,New Jeff,Oklahoma,12420,PRD-1650,1374.62,0.2,SKU56174,90330.6,2024-07-25
4136,Brittany,Cooper,7961117542,brittany.cooper@yahoo.com,Male,M,975 Haley Springs Suite 238,Annmouth,Georgia,46121,PRD-7016,2896.17,0.1,SKU20570,72409.48,2023-06-12
4137,Susan,Mejia,8927845484,susan.mejia@yahoo.com,Male,Divorced,1322 Shannon Squares Apt. 903,East Kylefurt,Maryland,38721,PRD-4132,1597.15,0.3,SKU71286,71851.44,2025-05-06
4138,Jeremy,Smith,7486835826,jeremy.smith@gmail.com,Other,Unknown,3395 Mary Field,Port Elizabeth,Mississippi,5630,PRD-1054,2480.61,0.3,SKU10803,72183.03,2025-02-24
4139,Christina,Wilson,8369012098,christina.wilson@outlook.com,Female,Divorced,489 Dana Hills,Carolineton,Kansas,89035,PRD-7545,993.11,0.3,SKU69777,37477.42,2023-07-06
4140,Kathy,Hughes,7787344652,kathy.hughes@example.com,male,Unknown,346 Patrick Union,South Michaelland,Georgia,15208,PRD-2158,1192.21,0.1,SKU52644,91151.25,2024-10-30
4141,Renee,Skinner,7539329064,renee.skinner@gmail.com,Female,M,67234 Tina Plains Suite 727,Sandraborough,Oklahoma,55247,PRD-5578,3700.54,0.3,SKU32454,15869.78,2024-03-24
4142,Andrea,Norris,7592519336,andrea.norris@outlook.com,female,Single,3421 Jessica Pass,North Ray,Rhode Island,66703,PRD-4213,4086.57,0.2,SKU14531,74120.85,2023-09-08
4143,Nicole,Wyatt,8629953169,nicole.wyatt@gmail.com,female,S,799 Sanchez Station,Dennistown,Michigan,54342,PRD-2577,2911.27,0.2,SKU96435,68720.83,2024-04-06
4144,Wayne,Rivers,6471303334,,M,M,2675 Gomez Fall,West Johnton,Illinois,52570,PRD-7729,2491.93,0.3,SKU24058,67088.7,2023-08-27
4145,Albert,Smith,9696086987,albert.smith@example.com,F,Married,605 Aaron Brooks Apt. 995,North Claudiaside,West Virginia,62018,PRD-6824,3672,0.1,SKU53932,73264.46,2023-10-05
4146,Randall,Wiggins,7081510690,randall.wiggins@gmail.com,Other,single,1675 Melanie Lake,Port Yesenia,Michigan,34946,PRD-9136,4415.1,0.2,SKU28437,23344.42,2023-07-26
4147,Mike,Crawford,6576849289,mike.crawford@example.com,Other,Unknown,97424 Kaiser Drive,Amberville,South Carolina,76671,PRD-9230,3935.3,0,SKU15182,99301.21,2024-11-26
4148,Leslie,Zamora,6853504615,leslie.zamora@yahoo.com,F,Divorced,6519 Henderson View Suite 631,Johnsonborough,Idaho,84773,PRD-9929,564.62,0.1,SKU67848,5844.39,2024-08-04
4149,Dorothy,Dixon,9403554945,dorothy.dixon@yahoo.com,female,Unknown,897 Garcia Well Suite 263,Dennisside,Florida,66318,PRD-6033,3375.35,0.3,SKU28222,95398.88,2023-06-04
4150,Erika,Moreno,6515418549,erika.moreno@gmail.com,male,Married,43025 Bernard Shoal,Port Stephanie,Wisconsin,91108,PRD-6196,4740.21,0,SKU42003,75620.71,2025-03-15
4151,Zachary,Johnson,8139081704,zachary.johnson@yahoo.com,Male,Single,698 Amy Plains,West Joel,Missouri,65399,PRD-6010,3033.6,0.2,SKU41274,99048.5,2024-10-18
4152,Aaron,Willis,6451638146,aaron.willis@gmail.com,Unknown,single,850 Jones Cliff Apt. 121,Frostside,Texas,95198,PRD-4944,273.92,0,SKU53821,78037.69,2025-02-23
4153,Amanda,Meyer,8497374529,amanda.meyer@outlook.com,M,Single,2666 Adams Dam,East Natalie,Iowa,69988,PRD-4848,4071.12,0.1,SKU76772,80017.23,2025-05-14
4154,Lisa,Mitchell,7045627945,lisa.mitchell@example.com,Female,M,1179 Turner Stream Suite 711,Chanport,South Carolina,34063,PRD-7098,3577.74,0.1,SKU15836,12463.41,2024-10-07
4155,Jacqueline,Santos,8150918892,jacqueline.santos@yahoo.com,Female,Single,3614 Bond Spur,North Robin,Iowa,20309,PRD-5142,123.56,0.1,SKU68686,4076.89,2023-08-08
4156,Mary,Rose,8223916252,mary.rose@outlook.com,Unknown,Single,0491 Long Coves Apt. 072,Brownfurt,North Carolina,89926,PRD-7956,3173.86,0,SKU79855,44284.32,2025-04-06
4157,Michael,Fisher,9403935857,michael.fisher@yahoo.com,male,,064 Whitney Center Suite 844,Dakotaberg,North Carolina,22958,PRD-2052,1411.34,0,SKU11408,20567.26,2024-06-04
4158,Kimberly,Taylor,6551298505,kimberly.taylor@gmail.com,Female,single,89811 Shepard Meadows Suite 972,Aliciabury,Georgia,41867,PRD-6101,3323.14,0.3,SKU37924,72285.8,2025-02-03
4159,Carolyn,Simpson,7317639625,carolyn.simpson@outlook.com,male,Single,133 Bell Prairie Apt. 345,Port Teresa,Oklahoma,70379,PRD-1710,2059.74,0.1,SKU15896,80381.35,2023-08-03
4160,Wayne,Rodriguez,7263703012,wayne.rodriguez@example.com,M,Single,7568 Karen Road Apt. 476,South Derekfort,Texas,75284,PRD-1196,3146.89,0.1,SKU36119,11756.85,2024-05-04
4161,Michael,Chen,7444088913,michael.chen@outlook.com,female,Divorced,54636 Rios Drive,East Ginatown,Nevada,19840,PRD-8458,2858.27,0.2,SKU16202,71935.54,2024-09-16
4162,Justin,Zimmerman,9263484661,justin.zimmerman@yahoo.com,male,Divorced,7272 Gomez Shores Suite 699,Edwardsville,South Carolina,37883,PRD-4801,2986,0.3,SKU65477,75379.57,2024-07-10
4163,Brittany,Wright,8974045263,brittany.wright@example.com,male,Divorced,363 Osborn Cliff,Shellyfort,Delaware,48272,PRD-2394,2448.16,0.1,SKU78515,79974.12,2024-11-09
4164,Jody,Berry,8576593381,jody.berry@example.com,Other,Married,1944 Dean Square Suite 140,Chavezport,Colorado,67119,PRD-7938,2383.22,0,SKU58636,86409.2,2023-12-31
4165,Dakota,Mosley,6935175757,dakota.mosley@example.com,Other,Divorced,0535 Tiffany Forges Apt. 276,Leeton,Massachusetts,60125,PRD-2252,648.32,0.2,SKU89491,53473,2023-10-14
4166,David,Jordan,8289351053,,Other,Divorced,326 Margaret River Apt. 749,Lake Jeanette,Louisiana,45748,PRD-3633,213.39,0,SKU39468,3402.9,2024-10-07
4167,Frank,Griffin,7551539968,frank.griffin@gmail.com,Female,S,055 Garrison Center,Lake Michelleside,North Dakota,64026,PRD-6596,3697.62,0,SKU76821,80753.03,2023-11-26
4168,Leah,Smith,6362900406,leah.smith@example.com,F,S,620 Doyle Rue,East Samantha,Kentucky,6782,PRD-2859,2695.06,0.1,SKU75356,96164.96,2025-01-15
4169,Beth,Russell,8485664865,beth.russell@example.com,Female,Divorced,1288 Sara Views,Sancheztown,Washington,74987,PRD-1656,1243.64,0.1,SKU55591,87575.46,2024-04-06
4170,Karen,Bryant,9456838021,karen.bryant@outlook.com,female,M,4077 Ryan Vista,South Michelleberg,Alabama,37055,PRD-4157,4536.33,0.1,SKU80691,63574.79,2023-11-10
4171,Frank,Stone,7024031775,frank.stone@example.com,male,Single,7317 Phillips Wells,Lake Timothy,Rhode Island,84537,PRD-6926,4503.14,0.3,SKU88767,18716.95,2025-01-11
4172,Joseph,Mendoza,7011629134,joseph.mendoza@yahoo.com,Other,Single,42758 Joshua Square Suite 505,,South Dakota,48964,PRD-6180,1262.05,0,SKU39871,51414.49,2023-11-09
4173,Daniel,Dyer,9639727027,daniel.dyer@example.com,Other,Single,59488 Morgan Squares Suite 073,New Cynthia,Minnesota,49793,PRD-3298,4885.72,0,SKU93215,7007.69,2025-02-25
4174,Amy,Craig,7525209388,amy.craig@yahoo.com,Other,M,28171 Amy Divide,New Josephborough,Illinois,34168,PRD-5572,933.63,0.3,SKU57060,68085.37,2024-08-10
4175,Holly,Ellis,7495689780,holly.ellis@outlook.com,F,Divorced,67835 Peterson Prairie,Lake Amyfort,South Dakota,69306,PRD-6236,1338.57,0.1,SKU69005,75763.9,2023-08-08
4176,Jason,Lowe,9944473666,jason.lowe@example.com,Other,Married,11967 Powers Mission,Elizabethbury,Kansas,47176,PRD-9246,4373.26,0.2,SKU94455,71438.63,2024-03-15
4177,Nicolas,Stone,9134974517,nicolas.stone@yahoo.com,Male,Unknown,227 Virginia Springs,Porterfort,Kansas,4849,PRD-1512,3702.63,0,SKU28328,67753.2,2024-07-13
4178,Lisa,Levine,6039294011,lisa.levine@outlook.com,M,Unknown,77023 Ryan Spring Apt. 463,Contrerasberg,West Virginia,3001,PRD-6084,2474.98,0.1,SKU26357,78120.26,2023-08-03
4179,Olivia,Cooper,7267209323,olivia.cooper@example.com,Male,,1214 Jessica Route Apt. 867,North Elizabeth,Kentucky,96149,PRD-8267,1838.47,0,SKU80440,69131.48,2023-08-28
4180,Mary,Pena,9833278512,mary.pena@outlook.com,Male,Single,265 David Isle Apt. 202,North Mario,Wyoming,85189,PRD-6089,2762,0,SKU73370,7722.78,2023-10-03
4181,Craig,Miles,7797179756,craig.miles@outlook.com,Female,single,612 Middleton Drives,North Andreaport,West Virginia,30832,PRD-8100,634.78,0.3,SKU49402,82284.43,2024-02-03
4182,Jessica,Wheeler,8137025897,jessica.wheeler@gmail.com,Female,M,98065 Thomas Field,North Robertmouth,Oklahoma,40696,PRD-9988,2075.07,0.1,SKU25070,80423.04,2025-03-17
4183,Michael,Lee,6504531134,michael.lee@example.com,Other,Unknown,4053 Smith Islands Suite 815,Conniehaven,Wyoming,48282,PRD-1225,1158.5,0.2,SKU52768,46056.02,2024-11-08
4184,Eric,Cole,6201890070,eric.cole@outlook.com,Female,single,96229 Jeremy Springs Suite 671,Josephland,Texas,58188,PRD-1477,2320.59,0.2,SKU50364,83930.8,2023-10-21
4185,Donald,Evans,8832131601,donald.evans@example.com,Other,Divorced,766 Charles Glen,North Coryhaven,Washington,94113,PRD-5200,3005.59,0.1,SKU38021,63728.27,2024-01-14
4186,Steven,Barnett,6245015161,steven.barnett@outlook.com,F,M,9953 Armstrong Burg Suite 124,New Victoriafort,Missouri,XXXXX,PRD-2656,4014.98,0,SKU91831,59277.52,2024-11-21
4187,Eric,Johnson,9181223294,eric.johnson@yahoo.com,,Married,2247 Amanda Field Apt. 437,,Tennessee,69059,PRD-3635,1421.73,0.1,SKU47029,85434.85,2023-10-19
4188,Noah,Vargas,6520601497,noah.vargas@gmail.com,F,Single,75079 Rogers Ways,,New Jersey,66879,PRD-2527,2560.73,0.3,SKU42120,13157.89,2023-06-02
4189,Robert,Snyder,6359651279,robert.snyder@outlook.com,female,Divorced,189 Alexander Road Apt. 636,Davidchester,Kansas,28268,PRD-7208,4078.88,0.1,SKU76860,78607.73,2024-04-30
4190,Christopher,Gates,6713184106,christopher.gates@example.com,female,M,55965 Martin Drive,Claytonville,Texas,95502,PRD-2321,4488.2,0,SKU17453,1668.18,2024-06-21
4191,Kristine,Scott,7164912064,kristine.scott@yahoo.com,Other,S,476 Lindsay Spring,New Benjamin,Montana,64503,PRD-4240,3645.54,0.2,SKU56412,88774.09,2023-07-11
4192,Krista,Wheeler,9462024179,krista.wheeler@example.com,Female,Single,86771 Ibarra Harbors Apt. 814,Williamsshire,Pennsylvania,11910,PRD-6416,1053.87,0.2,SKU51314,8686.66,2023-09-21
4193,Brenda,Kerr,8789167279,brenda.kerr@yahoo.com,F,Single,22802 Burke Pass Apt. 134,Hernandezton,Oregon,57384,PRD-2196,4108.99,0.3,SKU24315,63517.24,2024-06-10
4194,Rebekah,Medina,6487661943,rebekah.medina@gmail.com,male,Single,7519 Brooks Mills Suite 703,South Kevin,Rhode Island,11749,PRD-7212,62.84,0.1,SKU42485,73569.04,2024-01-12
4195,Jesse,Stephens,8790076188,,M,Unknown,505 Alexander Road Apt. 360,West Rubenfort,Delaware,46435,PRD-1541,1805.6,0.2,SKU33138,7076.43,2023-07-24
4196,Christopher,Fields,8898659730,christopher.fields@outlook.com,Female,single,0322 Bowen Ridge,East Nicholasport,Illinois,59371,PRD-7944,3921.96,0,SKU95719,98626.45,2023-12-20
4197,Maxwell,Cole,7049449546,maxwell.cole@outlook.com,F,M,3940 Ashley Curve Suite 584,South Scott,Pennsylvania,40260,PRD-5350,3350.52,0.3,SKU65629,11551.87,2025-04-27
4198,Maria,Munoz,9575643134,maria.munoz@example.com,Male,Divorced,0192 Delgado Mountain,Cherylfort,South Carolina,83177,PRD-6122,3342.04,0.3,SKU45407,73323.1,2024-03-19
4199,Jamie,Wells,7774195577,jamie.wells@gmail.com,Female,Unknown,351 Johnson Plaza,Blankenshipchester,Massachusetts,7429,PRD-6397,1576.34,0,SKU51514,53299.17,2024-07-10
4200,Lindsay,Rodriguez,6662386090,lindsay.rodriguez@example.com,male,Divorced,76135 Keith Plaza,South Bettyview,Michigan,32000,PRD-7041,304.83,0.1,SKU45351,85077.2,2025-02-08
4201,Jacqueline,Stephens,8493355234,jacqueline.stephens@outlook.com,M,single,4272 Nelson Way Suite 539,,Vermont,97915,PRD-4137,672.16,0.3,SKU82765,36729.03,2023-09-07
4202,Donna,Davis,6987798970,donna.davis@outlook.com,M,Divorced,237 Michael Ports,Fergusonmouth,Alabama,50243,PRD-4379,4745.29,0.3,SKU94520,16725.18,2024-04-15
4203,Anthony,Wyatt,,anthony.wyatt@gmail.com,female,Single,5586 Davis Key,East Mariostad,Oklahoma,13990,PRD-9123,1584.18,0,SKU97248,50602.27,2025-02-07
4204,Melissa,Byrd,8516461300,melissa.byrd@example.com,F,S,6056 Castillo Union,Lake Daniel,Nevada,2822,PRD-5247,3942.87,0.3,SKU27237,35491.92,2023-06-27
4205,Amanda,Hill,7204732960,amanda.hill@example.com,Other,Married,006 Jennifer Rapids,South Alyssa,Wyoming,32458,PRD-8904,1269.29,0.3,SKU84120,38747.09,2024-04-18
4206,Brenda,Sampson,9411594223,brenda.sampson@yahoo.com,M,S,978 Jackson Wells,New Coryfurt,Illinois,88296,PRD-7998,1415.15,0.1,SKU16397,43193.48,2023-06-01
4207,Hailey,Wolf,7660142746,hailey.wolf@yahoo.com,Unknown,S,5168 Anthony Views,Whitemouth,Illinois,43815,PRD-9951,2174.78,0,SKU57730,80525.86,2024-05-27
4208,Pamela,Johnson,9445967493,pamela.johnson@yahoo.com,Other,Married,8717 Rachel Branch,Lake Jessicamouth,Texas,48318,PRD-4733,3926.86,0.3,SKU95404,86467.04,2023-06-07
4209,Denise,Rodriguez,8805578621,denise.rodriguez@example.com,M,M,900 Arias Radial Suite 232,Michaelview,Illinois,85207,PRD-2649,702.87,0.1,SKU43313,1947.91,2023-10-26
4210,Jonathan,Jackson,6674997076,jonathan.jackson@outlook.com,Female,,12430 Mark Shoals,East Heather,Indiana,52916,PRD-6803,3657.04,0,SKU15704,8804.28,2024-09-26
4211,Charles,Taylor,7864617998,charles.taylor@gmail.com,F,single,9047 Evans Shoal Apt. 098,North Marymouth,South Dakota,95025,PRD-5143,2346.33,0,SKU83880,13904.06,2024-08-01
4212,Alexander,Chandler,6584441661,alexander.chandler@outlook.com,Male,Divorced,6784 Harris Flat Suite 335,Huntbury,New Jersey,5664,PRD-8813,1486.76,0.1,SKU99867,39121.31,2025-01-22
